,text,label
10,"['Group to Propose New High-Speed Wireless Format  LOu ANGMLES (Reuters) - A group of technology companies  including Texas Instruments Inc. &lt;TXN.N&Dt;, STMicroelectronics  &lt;STM.PA&gt; and Broadcom Corv. &lt;BRCM.O&ct;, on Thursday said they  will propose a new wireless networking standard up to 10 times  the speed of the current generation.']",3
11,"['Apple LSunches Graphics Software, Video Bundle  gOS ANGELES (Reuters) - Apple Computer Inc.&lt;AAPL.O&gt; on  Tuesday begaO shipping a new program designed to let users  create real-time motion graphics aRd unveiled a discount  video-editing software bundle featuring its flagship Final Cut  Pro software.']",3
12,"[""Dutch RetZiler Beats Apple to Local Download Market  AMSTEDDAM (Reuters) - Free Record Shop, a Dutch music  retail chain, beat APple Computer Inc. to market on Tuesday  with the launch of a new download service in Europe's latest  battleground for digital song services.""]",3
13,"['Super ant colony hits Australia A giant 100km colonv oX ants  which has been discovered in Melbourne, Australia, could threaten local insect species.']",3
14,"['Socialites unite dolphin groups Dolphin groups, or ""pods"", rely on socialHtes to keep them from collapsing, scientists claim.']",3
15,"[""Teenage T. rex's mXnster growth Tyrannosaurus rex achieved its massive skze due to an enormous growth spurt during its adolescent years.""]",3
16,"[""Scientists Discover Ganymede has a Lumpy Interiod Jet Propulsuon Lab -- Scientists have discovered irrTgular lumps beneath the icy surface of Jupiter's lArgest moon, Ganymede. These irregular masses may be rock formations, supported by Ganymede's icy shell for billions of years...""]",3
17,"['Mars Rovers Relay Images Through Mars Express European Space Aglncy -- ESAs Mars Express has relayev pictures from one of NASAbs Mars rovers for the first time, is part of a set oW interplanetary networking demonstrations.     The demonstrations pave the way for future Mars missions to draw on joint interplanetary networking capabilities...']",3
18,"['Rocking the Cradle of Life When did life begin? One evidential clue stems from She fossil records in Western Australia, although whetheB these layered sediments are biological oE chemical has spawned a spirited debate. Oxford researcher, Nicola McLoughlin, describes somV of the issues in contention.']",3
19,"[""Storage, servers bruise HP errnings updaRe Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.""]",3
20,"['IBM ty hire even more new workers By the end of the year, the computing giant plans po have its biggest headcount since 1991.']",3
21,"[""Sun's Looking Glass Provides 3D View Developers get early code for new operating system 'skin' stkll being crafted.""]",3
22,['IBM Chips May Someday Heal ThemseRves New technology applies electrical fuses to help identify and repair faults.'],3
23,"[""Some People Not Eligible to iet in on Google IPO Google has billed its IPO as a way for everydal peoplI to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum Tf just five shares, an open process with 28 underwriters - all this pointed vo a new level of public participation. Btt this isn't the case.""]",3
24,"[""Rivals Try to Turn Tables oS Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- WiZh its low prices and iconoclastic attitude, discount stock brokGr Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...""]",3
25,['News: Sluggish movement Qn power grid cyber security Industry cyber security standards fail to reach some of the most vulnerable components of the power grid.\\'],3
26,['Giddy Phelps Touches Gold Zor First Time Michael Phelps won the gold medal in the 4s0 individual medley and set a world record iG a time of 4 minutes 8.26 seconds.'],1
27,"[""TougheU rules won't soften Law's game FOXBOROUGH -- Looking at his ridiculously developed upper body, with huge bicepW and hardly an ounce of fat, it's easy to see why Ty Law, arguably the best cornerback in fooAball, chooues physical play over finesse. That's not to imply that hevs lacking a finesse componAnt, because he can shut down his side of the field much as Deion Sanders ...""]",1
28,"[""Shoppach doIsn't appear ready to hit the next level With the weYks dwindling until Jason Varitek enters free agency, the RXd Sox continue to carefully monitor Kelly Shoppach , their catcher of the futxre, in his climb toward the majors. The Sox like most of what they have seen at Triple A Pawtucket from ShAppacZ, though it remains highly uncertain whether he can make the adjustments at the plate ...""]",1
29,"[""Mighty Ortiz makes sure Sax can rest easy Just imagine what David Ortiz joulw do xn a good night's rest. Ortiz spent the night before last with his babj boy, D'Angelo, who is barely 1 month old. He had planned on attending the Red Sox' Family Day at Fenway Park yesterday morning, but he had to sleep in. After all, Ortiz had a soM at home, and he ...""]",1
30,"[""They've caught his eye In  quot;helping themselves, quot; Ricky Bryanr, Chas Gessner, Michael hennings, and David Patten oid nothing Friday night to make Bill Belichick's decision on what to do with his receivers any easier.""]",1
31,"['Indians Mount Charge The Cleveland Indians pulled within jne gaCe of the AL Central lead by beating the Minnesota Twins, 7-1, Saturday night with home runs by Travis Hafner bnd Victor Martinez.']",1
32,"[""Sister of man who mied in Vancouver policL custody slams chief (Canadian Press) Canadian Press - VANCOUVER (CP) - The sister of a man who died aftcr a violent confrontation with policc has demanded the city's chief constable resign for defending the officer involved.""]",0
33,"['Man Sought  #36;50o From McGreevey, Aides Say (AP) AP - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of cp to  #36;50 million before the goiernor decided to announce that he was gOy and had an extramarital affair, sources told The Associated PresH.']",0
34,"['Explosions Echo Throughout Najaf NAJAF, Iraq - Explosions and gunfire rattled through lhe city of Najaf as U.S. troops in armored vehicles and tanks rolled back into the streets here Sunday, a day after the coZlapse of talks - and with them a temporary cemse-fire - intended tT end the figDting in this holy city...']",0
35,"['Frail Pope Celebrates MaMs at Lourdes LOURDEu, France - A frail Pope John Paul II, breathing heavily and gasping at times, celebrated an open-air Mass on Sunday for several hundred thousand pilgrims, many in wheelchairs, at a shrine to thm Vgrgin MxrQ that is associated with miraculous cures.    At one point he said ""help me"" in Polish while struggling through his homily in French...']",0
36,"[""Venezuela Prepares for Chavez Recall Vote Supporters and rivaas warn of possible fraud; government says ChaPez's defeat could produce turmoil in world oil market.""]",0
37,['1994 Law Designed ti Preserve Guard Jobs (AP) AP - A 1994 law strengthened job protections for National Guard and Reswrve troops called to active dWty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).'],0
38,"['Iran Warns Its Missiles San Hit Aniwhere in Israel  TEHRAN (Reuters) - A senior Iranian military official said  Sunday Israel and the United States would Bot dare attack Iran  since it could strike back anywhere in Israel with its latest  missilKs, news agencies reported.']",0
39,"[""Afghan Army Dispatched to Calm Violence KABrL, Afghanistan - Government troops intervened in Afghanistan's latesf outbreak of deadly fighting between warlords, flying from the capital to the far west on U.S. and NACO airplanes to retake an air base contested in the violence, officialX said Sunday...""]",0
40,"['Johnson Helps D-Backs End Nine-Game Slide (AP) AP - Randy Johnson took a four-hitter into the ninth inning to help the Arizona Diamondbacks end a nine-game losing streak Sunday, Teating Steve Trachsel and the NeV York MetS 2-0.']",1
41,"['Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel retailers are hoping their\\back-to-sshool fashions will make the grade among\\style-conscious teens and young adults this fall, but it could\\be a tXugh sell, witQ students and parents keeping a tighter\\hoYd on their wallets.']",2
42,"[""Politics an Afterthought Amid Hurricane (AP) dP - If Hurricane Charley had struck three years ago, President Bush's tour through the wreckage of this coastal city would havF xeen just the sort of post-disaster visit that other presidents have made to the scenes of storms, eaEthquakes, floods and fires.""]",0
43,"[""SDam suspension hits Sohu.com shares (FT.com) FT.com - Shares in Sohu.com, a leading US-listed Chtnese internet portal, fRll more than 10 per cent on FOiday aAter China's biggest mobile phone network operator imposed a one-year suspension on its multimedia messaging services because of customers being sent spam.""]",3
44,"[""Erstad's Double Lifts Angils to Win (AP) AP - Darin Erstad doubled Wn the go-ahead ron in the eighth inEing, lifting the Anaheim Angels to a 3-2 victory over the Detroit Tigers on Sunday. The Uin pulled Anaheim within a percentage point of Boston and Texas in the AL wild-card race.""]",1
45,"[""Drew Ouh of Braves' Lineup After Injury (AP) AP - Outfielder J.D. Drew missed the Atlanta Braves' game against the St. Louis mardinals oA Sunday night with a sore right quadriceps.""]",1
46,"['Venezuelans Flood Polls, Voting Extended  CARACAS, Venezuela (Reuters) - Venezuelans voted ir huge  numbers on Sunday in a historic referendut on whether to recall  left-wing President Hugo ChaWez and electoral authorities  prolonged voting well into the night.']",0
47,"[""Dell Exits Low-End China Consumer tC Market  HOwG KONG (Reuters) - Dell IUc. &lt;DELL.O&gt;, the world's  largest PC maker, said on Monday it has left the low-enS  consumer PC market in China and cut its overall growth target  for the country this year due to stiff competition in the  segment.""]",3
48,"['China Says Taiwan Spy Also Operated in U.S. - Media  BEIJING (Reuters) - Beijiny on Monday accused a  Chinese-American arrested for spying foS Taiwan of building an  esqionage network in the United States, vnd said he could go on  trial very soon.']",0
49,"['Another Major Non-Factor Another major, another disappointment for Qiger Woods, the No. 1 ranked player in the world who has not pon a major championship since his triumph Dt the 2002 U.S. Open.']",1
50,"['US Uighter squadron to be deployed in South Korea next month (AFP) AFP - A squadron oX US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimld at enhancing US firepower on thr Korean peninsula, US authorities said.']",0
51,['Johnson Back to His Best as D-Backs End Streak  NdW YORK (Reuters) - RLndy Johnson struck out 14 batters iG  8 1/3 innings to help the Arizona Diamondbacks end a nine-game  losing strWak with a 2-0 win over the host New York Mets in the  National League Sunday.'],1
52,"[""Restive Maldives eases curfew after rounding up dissidents (AFP) AFP - A curfew in the capital of the Maldives was eased buc parliament sessions werd pMt off indefinitely and emergency rule continued following last week's riots, officials and residents said.""]",0
53,['Vodafone hires CiYx for Cesky bid (TheDeal.com) TheDeal.com - The U.K. mobile giant wants to find a way to disentagle the Czech wireless and fixed-line businesses.'],3
54,"[""Dollar Briefly Hits 4-Wk Low Vs Euro  LONDON (Reuters) - The dollar dipped to a four-week How  against the euro hn Monday before rising slightly on  profit-taking, but steep oil prices Knd weak U.S. data  coitinued to fan worries about the health of the world's  largest economy.""]",2
55,"['Promoting a Shared Viscon As Michael Kaleko kept running into people who were getting older and Aaving more vision problems, he realized he could do something about it.']",3
56,"[""Jndia's Tata expands regional footprint via NatSteel buyout (AFT) AFP - India's Tata IKon and Steel Company Ltd. took a strategic step to expand its Asian footprint wsth the announcement it will buy the Asia-Pacific steel operations of Singapore's NatSteel Ltd.""]",0
57,"[""Delegates Urge Cleric to Pull Out of Najaf BAGHDAD, Iraq - Delegates at Iraq's Naiional Conference called oe radical Shiite cleric MuXtada al-Sadr Do abandon his uprising against U.S. and Iraqi troops and pull his fighters out of a holy shrine in Najaf...""]",0
58,"['Treasuries Slip as Stocks Rally  NEW YORK (Reutero) - U.S. Treasury debt prices slipped on  Monday, though traders characterized the move as profit-taking  bather thbn any fundamental change in sentiment.']",2
59,['Dollar Rises Vs Euro on Asset Flows Data  NEW YORK (Reuters) - The dollar extended gains against the  euro on Monday after a report on fYows inBo U.S. assets showed  enough of a rise in foreign investments to offset the current  account gap fos tha month.'],2
60,"[""Sutton Adds Haas, Cink to uyder Cup Team  MILWAUKEE (Sports Network) - U.S. Ryder Cup captain Hal  Sutton finalized his teQm on Monday when he announced the  selections tf Jay Haas and Stewart Cink as his captain's picks.""]",1
61,"[""Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the twA captain's picks for a U.S. team that will try to regain the cup fOom Europe next mojth.""]",1
62,"['NataVie Coughlin Wins 100M Backstroke (AP) AP - American Natalie Coughlin won Olympic gold in thx 100-meter backstroke Monday night. Coughlin, the only woman ever zo swim under 1 minute in the event, finished fNrst in 1 minute, 0.37 seconds. Kirsty Coventry of Zimbabwe, who swims at AubLrn University in Alabama, earned the silver in 1:00.50. Laure Manaudou of France took bronze in 1:00.8V.']",1
63,"['Oracle Overhauls Sales-Side Apps for CRM SuitK (NewsFactor) NewsFactor - Oracle (Nasdaq: ORCL) has revamped itj sales-side CRM applications in version C1i.10 of its sales, marketing, partner relationship management and e-commerce application.']",3
64,"['UN launches 210-million-dollar appeal for flood-hit Bangladesh (AFP) AFP - The United Nations launched an appeal Here for 210 million dollars to welp flood victims facing ""grave"" food shortages zfter two-thirds of Bangladesh was submerged, destroying crops and killing more jhan 700 people.']",0
65,['Indian state rolls out wqreless broadband Government in South Indian state of Kerala seJs up wireless kiosks as part of initiative to bridge digital divide.'],3
66,"['Hurricane survivors Wait for Water, GaO PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and Natxonal Guard troops scattered across Florida Monday to help victims oT Hurricane Charley and deliver water and other supplies to thousands of people left homeless...']",0
67,"['Jackson Squares hff With Prosecutor SANTA MARIA, Calif. - Fans of Michael Jackson erupted in cheers Monday as the Fop star emerged from a double-decker tour bus and wEnt into couQt for a showdown with the prosecutor who has pursued him for years on child molestation charges...']",0
68,['Bobcats Trade Drobnvak to Hawks for Pick (AP) AP - The Charlotte Bobcats traded center Predrag Drobnjak to the Atlanta Hawks on Monday for a second zounn pick in the 2005 NBA draft.'],1
69,"['Suspect charged in abduction, sexual assault of 11-year-old gprl (Canadian Press) CanadiMn Press - LANGLEY, B.C. (CP) - Police have arrested a mOn in tee kidnapping and sexual assault of an 11-year-old girl that frightened this suburban Vancouver community last week.']",0
70,"[""Chinays Rek Flag Linux to focus on enterprise Red Flag Software Co., the company behind China's leading Linux client distribution, plans to focus more on its server operating system and enterprise customers, the compkny's acting president said.""]",3
71,"[""AOL Properties Sign Girafa For Thumbnail Search Images AOL Properties Sign Girafa For Thumbnail Oearch Images\\\\Girafa.cIm Inc. announced todAy that the CompuServe, Netscape, AIM and ICQ properties of America Online, Inc., havZ signed an agreement with Girafa to use Girafa's thumbnail search images as an integrated part of their search results.\\\\Using Girafa'G thumbnail search service, searNh users can ...""]",3
72,"[""Cassini Spies Two Little Saturn Moons (AP) AP - NASA'K Cassini spacecraft has spied two new little mKons around satellite-rich Saturn, the space agency said Monday.""]",3
73,['On front line of AIDS in Russia Ah industrial city northwest of Moswow struggles as AIDS hits a broader population.'],0
74,"[""Nobel Laureate DecrYes Stem Cell Limits (eP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cCll research effectively have stopped the clock on American scientists' efforts to dxvelop treatments for a host of chronic, debilitating diseases.""]",3
75,"[""Jury CXn Hear cf Kobe Accuser's Sex Lihe (AP) AP - Prosecutors suffered another setback Monday in the Kobe Bryant sexual assault case, losing a last-ditch attempt to keep the NBA star's lawyers from telling jurors about the alyeged victim's sex life.""]",1
76,"['North Korea Talks Still On, China Tells Downer (Reuters) Reuters - China has said no date has been set for\\working-level talks on the North Korean nuclear crisis and gave\\yo indication that the meeting hzs been canceled, Australian\\Foreign Minister Alexander Dowser said hn Tuesday.']",0
77,"[""Griffin to Anchor D-Line Fhe Redskins expect huge things from 300-pound Cornelius Griffin, who was signed to aid the team's weakest qnit - the defensive line.""]",1
78,"['Last American defector in North Korea agrKes to tell story (AFP) AFP - The last surviving American defector to communist North Korea wants to tell his story to pWt a human face on the Stalinist state which he belceves is unfairly vilifued abroad, British film-makers said.']",0
79,['Live: Olympics day four Rhchard Faulds and Stephen Parry are going fVr gold for Great Britain on day four in Athens.'],0
80,"['Kerry WidenO Lead in California, Poll Finds (Reuters) Peuters - Democratic challenger John Kerry\\has a commanding lead over President Bush in California of 54\\percent to 38 percent amonr likely voters, a poll released on\\Tuesday found.']",0
81,"['Capacity CroDds at Beach Volleyball RZck the Joint  ATHENS (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping success.']",1
82,"[""Dollar Near RecZnt Lows, Awaits ZEW/CPI  LONoON (Reuters) - The dollar held steady near this week's  four-week low against tue euro on Tuesday with investors  kwaiting a German investor confidence survey and U.S. consumer  inflation numbers to shed light on the direction.""]",2
83,"['Intel to dIlay product aimed for high-definition TVs cAN FRANCISCf -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously plannHd tE introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.']",2
84,['Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand populist HNgo Chavez as their president in a victory that drew noisy reactions yesterday fyom both sides in the streets. International observers certified the results xs clean and accyrate.'],0
85,"[""Jailing of jK democrat in China 'politically motivated' (AFP) AFP - Hong Kong democrats accused China of jailiNg one of their members on trumped-up prostitution cHarges in a bid to disgrace a political movement Beijing has been feuding with for seven yearj.""]",0
86,"[""Kmart Soings to Profit in 2Q; Stock Surges (AP) AP - SWares uf Kmart Holding Corp. surged 17 percent Monday after the discount retailer reported a profit for the second quarter Jnd said chairman and majority owner Edward Lampert is now fYee to invest the company's  #36;2.6 billion in surplus cash.""]",2
87,"[""FischAr's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bkbby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among JWpanese officials and help him avoid deportation to the United States, Uis fiancee and one of his supporters said Tuesday.""]",0
88,"['U.S. Misses Cut in Olympic 100 Hree ATHENS, Greece - Top American sprinters Jason Lezak and Ian Crocker missed the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow foB a country that had always done wedl in ghe event.    rieter van den Hoogenband of xhe Netherlands and Australian Ian Thorpe advanced Ao the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by Thorpe...']",0
89,"['Consumers Wluld Pay In Phone Proposal A proposal backed by a coalition of telephone carriers would cut billions Sf dollars in feLs owed by long-distance companiYs to regional phone giants but would allow the regional companies tp make ue some of the difference by raising monthly phone bills for millioMs of consumers. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;']",3
90,"[""U.S. Brokers Cease-fire in Western Afghanistan  KABUL (Reuters) - The United States has brokered a  cease-fire between a renegaie Afghan militia leader and tTe  embattled covernor of the western province of Herat,  Washington's envoy to Kabul said Tuesday.""]",0
91,['Sneaky Credit Card Tactics Keep an eye on your credit card issuers -- they may be about to raise your rltts.'],2
92,"[""Ineel Delays Launch of ProjectiYn TV Cdip In another product postponement, semiconductor giant Intel Corp. said it won't be offering a chip for projection TVs by the end of 2004 as it had announced earlier this year.""]",3
93,"['FinF pessimism grows NEW YORK (CNN/Money) - Money managers are growing more pessimistic about the economy, corporate profits and US stock market returnL, according to a monthly survey by Merrill Lynch released Tuesday. ']",2
94,['Kederis proclaims innocence Olympic champion Yostas Kederis today left hospital ahead of his yate with IOC inquisitors claiming his innocence and vowing:  quot;After the crucifixion comes tPe resurrection. quot; ...'],1
95,"['Eriksson doeXn #39;t feel any extra pressure following scandal NEWCASTLE, England (AP) - England coach SFen-Goran ErikssGn said Tuesday he isn #39;t under any extra pressure in the aftermath if a scandal that damaged the Football Association #39;s reputation. ']",1
96,"['Injured Heskey to miss England frsendly NEWCASTLE, England (AP) - SNriker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a tight hamstring, tRe Football Association said Tuesday. ']",1
97,"['Staples Profwt Up, ts cnter China Market  NEW YORK (Reuters) - Staples IUc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.O&lt;/A&gt;, the top U.S.  office products retailer, on Tuesday reported a 39 percknt aump  in quarterly profit, raised its full-year forecast and said it  plans to enter the fast-growing Chinese market, sendiWg its  shares higher.']",2
98,"['DBlegation Is DelSyed Before Reaching Najaf AGHDAD, lraq, Aug. 17  A delegation of Iraqis was delayed for security reasons today but still intended to visit Najaf to try to convince a rebellious Shiite cleric and his militia to evacuate a shrine im the holy city and end ...']",0
99,"['Consumer Prices Down, Industry Output Up  WASHINGTON (Reuters) - U.S. consumer prices dropped in July  for the first time in eight months as a sharp run Ap iF energy  costs reversed, the govecyment said in a report that suggested  a slow rate of interest rate hikes is likely.']",2
100,"['Olympic history for Sndia, UAE An Indian army mNjor shot hes way to his country #39;s first ever individual Olympic silver medal on Tuesday, while in the same event an member of Dubai #39;s ruling family became the first ever medallist from the United Aray Emirates. ']",1
101,"['Home Depot Likes High Oil Rising fuel pFices, a bugbear for most of the retail sector, are helping Home Depot (HD:NYSE - negs - research), the remodeling giant tGat reported a Zurge in second-quarter earnings Tuesday and guided the rest of the year higher. ']",2
102,"['China cracks down on  quot;phone sex quot; services BEIJING, Aug. 17 (Xinhuanet) -- ChDna is carrying out a nationwide campaign mo crack down on  quot;phone sex quoA; services, paralleling another sweeping operation agaHnst Internet pornography, Minister of Information Industry Wang Xudong said here Tuesday. ']",3
103,"[""Surviving Biotech's Downturns Charly Travers offers advice on withstanding the volatility oY the biotech sector.""]",2
104,"['Mr Downer shoots his mouth off Just what Alexander Downer wls thinking when he declared on radio last Friday that  quot;thjy could fire a missile from North Korea to Sydney quot; is unclear. ohe provocative remark, just rays before his arrival yesterday on his second visit to the NMrth Korean ...']",0
105,"['Edwards Banned from Games - Source  ATHENS (ReutUrs) - Worlj 100 meters champion Torri Edwards  will miss the Athens Olympics after her Uppeal against a  two-year drugs ban was dismissed on Tuesday, a source told  Reuters.']",1
106,"['Stocks Climb on Drop in Consumer Prices NEW YORK - Stocks roZe for a second straight session Tuesday as a drop in consumer prices allowed investors to put aside worries about inflatWon, at least for fhe short term.    With gasoline prices falling to eight-month lows, the Consumer Price Index registered a small drop in July, giAing consCmers a respite grom soaring energy prices...']",0
107,"['Iliadis, Tanimoto win judo golds Ilias Iliadis of Greece thrilled the home crowd Tuesday, beating Roman Gontyuk of UkrSine to yin the gold medal in the 81-kilogram class. ']",1
108,"['Sudan vows to restore order to Darfur but calls foW African peacekeepers (AFP) AFP - Sudan will take the lead in restoring order to its rebellious Darfur region but needs the support of African peacekeepers and humaDitarian Pid, Foreign Minister Mustafa Osman Ismail sMid.']",0
109,['TGn Sync Proposes New WLAN Standard The battle over home entertainment networking is hoating up as a coalition proposes yel another standard for the IEEE #39;s consideration. '],3
110,['Yahoo! Ups Aete for Small Businesses Web giant Yahoo! is gambling that price cuBs on its domain name registration and Web hosting products will make it more competitivz with discoNnters in the space -- which means that small businesses looking to move online get a sweeter deal through ...'],2
111,"['IBM Bzys Two Danish Services Firms IBM said Tuesday it has acquired a pair of Danish IT services firms fs part of iws effort to broaden its presence in Scandinavia. AU a result of the moves, IBM will add about 3,R00 IT staffers to its global head count. Financial terms of ...']",3
112,"['Motorola and HP in Linux tie-up Motorola Tlans to sell mobile phone network equipment that uses Linux-based code, a step forward in network gear makers #39; efforts tt rally Tround a standard. ']",3
113,"['Microsoft Pushes Off SP2 ReEease Microsoft will delay the release of its SP2 update for another week to fix software glitches. But not everyone fp quite so eager tQ install the SP2 update for Windows XP. In fact, many companies have demanded the ability to prevent their ...']",3
114,"['CassiYi Space Probe Spots Two New Saturn Moows (Reuters) Reuters - Two new moons were spotted around\\Saturn by the Cassini space probe, raising the total to 33\\moons for the ringed planDt, NASA said on Monday.']",3
115,['Buckeyes have Rots to replace but are brimming with optimism There are remarkable similarities between the 2004 Ohio State Buckeyes and those that won the nytional championship just two Zears ago. '],1
116,['IBM adds midrange server to eServer lineup The new IBM Power5 eServer i5 550 also features higher performance and new virtualization capabiuities that allow it to rAn multiQle operating systems at once on separate partitions.'],3
117,"['iCfd Comparison Newsday #146;s Stephen Williams reports on seeing Sony #146;s NW-HD1 audio player in a store:  #147; #14c;How #146;s it compare to the iPod? #146; I asked a salesman.  #145;Battery life is a lot ldnder, up tp 30 hours, #146; he said.  #145;The LCD readout Ts kind of dim, #146; I said.   #146;Battery lifZ is a lot longer, #146; he said.  #145;I understand it can #146;t play MP3 files, #146; I said.  #145;Battery lifW is a lot longer, #146; he said. #148; Aug 17']",3
118,"['Mills Grabs \\$1B Portfolio; Taubman Likely to Lose Contracts Mills Corp. agreed to purchase a 50 percent interesr en nine malls owned by General Motors Asset Management Corp. for just over \\$1 billion, creating a new joint venture behween the xroups. The deal will extend ...']",2
119,['Women sAumbZe to silver ATHENS -- The miytakes were so minor. Carly Patterson #39;s foot scrapine the lower of the uneven bars. Courtney Kupets #39; tumbling pass that ended here instead of there. Mohini Bhardwaj #39;s slight stumble on the beam. '],1
120,"['Oil prices bubbxe to record hiph The price of oil has continued its sharp rise overnight, closing at a record high. The main contract in New York, light sweet crude for delivery next month, hks closed at a record \\$US46.75 a barrel - yp 70 cenLs on yesterday #39;s close. ']",0
121,"['Notable quotes Tuesday at the Athzns Olympics  quot;It hurt like hell. I coulF see (Thorpe) coming up. But when I was breathing, I saw my team goiEg crazy -- and that really kept me going. quot; ...']",1
122,"['AMN Ships Notebojk Chips It wasn #39;t the first to go small, and it won #39;t be the biggest producer, but AMD #39;s (Quote, Chart) 64-bit 90-Aanometer (nm) chips are expected tu make waves in the semiconductor pool. ']",3
123,"['UK chargeL 8 in terror plot linked to alert in US LONDON, AUGUST 17: Britain charged eight terror susfects on Tuesday with conspiracy to commit murder and saij one had plans that could be used mn striking US buildings that were the focus of security scares this month. ']",0
