,text,label
88,"['U.southward. lack trimmed in Olympic 100 Free ATHENS, Greece - crown American sprinters Jason Lezak and Ian Crocker missed the thinned in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a country that had always through well in the upshot.    Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by Thorpe...']",0
89,"['Consumers Would Pay In Phone Proposal A proposal backed by a fusion of telephone carriers would swerve jillion of dollars in fees owed by long-distance companies to regional sound giants but would allow the regional companies to make up some of the difference by breeding monthly phone bills for millions of consumers. &lt;face face=""verdana,K Sans Serif,arial,helvetica"" size=""-2""\\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;']",3
90,"[""U.S. Brokers Cease-fire in Western Afghanistan  KABUL (Reuters) - The United commonwealth give brokered a  cease-fire between a renegade Afghan militia leader and the  embattled governor of the western province of Herat,  Washington's envoy to Kabul say Tuesday.""]",0
91,['Sneaky recognition Card Tactics Keep an eye on your credit card issuers -- they may be about to upraise your rates.'],2
92,"[""Intel Delays Launch of Projection TV Chip In another product postponement, semiconductor hulk Intel Corp. said it won't be offering a chip for projection TVs by the cease of 2004 as it had announced before this year.""]",3
93,"['Fund pessimism farm NEW YORK (CNN/Money) - Money managers are development more pessimistic about the economy, corporate profits and US stock marketplace returns, according to a monthly survey by Merrill Lynch released Tuesday. ']",2
94,['Kederis extol innocence Olympic champion Kostas Kederis today will hospital ahead of his date with IOC inquisitors claiming his naturalness and vowing:  quot;After the crucifixion comes the resurrection. quot; ...'],1
95,"['Eriksson doesn #39;thyroxin feel any extra pressure following scandal NEWCASTLE, England (AP) - England coach Sven-Goran Eriksson said Tues he isn #39;t under any extra force in the aftermath of a scandal that damaged the Football Association #39;siemens reputation. ']",1
96,"['Injured Heskey to miss England friendly NEWCASTLE, England (AP) - Striker Emile Heskey has pulled tabu of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a fuddled hamstring, the Football Association enunciate Tuesday. ']",1
97,"['Staples Profit Up, to accede China Market  unsanded YORK (Reuters) - Staples Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SPLS.O target=/inventory/quickinfo/fullquote""&gt;SPLS.O&lt;/A&gt;, the elevation U.S.  office products retailer, on Tuesday reported a 39 percent jump  in quarterly profit, raised its full-year forecast and said it  formulate to enter the fast-growing Chinese market, sending its  shares higher.']",2
98,"['Delegation Is Delayed Before Reaching Najaf AGHDAD, Iraq, Aug. XVII  axerophthol delegation of Iraqis comprise delayed for security reasons today but still intended to confab Najaf to try to convince a rebellious Shiite cleric and his militia to evacuate a shrine in the holy city and end ...']",0
99,"['Consumer Prices Down, Industry Output Up  WASHINGTON (Reuters) - U.S. consumer prices dropped inward July  for the first time in eight months as a sharp runnel astir in energy  costs reversed, the government said in a report that suggested  a slow rate of sake rate hikes is likely.']",2
100,"['Olympic history for India, UAE An Indian army major stroke his agency to his country #39;entropy offset ever individual Olympic silver medal on Tuesday, while in the same event an member of Dubai #39;s ruling family became the first ever medallist from the United Arab Emirates. ']",1
101,"['Home Depot like highschool Oil Rising fuel prices, a bugbear for virtually of the retail sector, are helping place Depot (HD:NYSE - news - research), the remodeling giant that reported a surge in second-quarter earnings Tuesday and guided the rest of the year higher. ']",2
102,"['China cracks mastered on  quot;sound sex quot; services BEIJING, Aug. 17 (Xinhuanet) -- China is carrying out a nationwide campaign to crack downwards on  quot;phone sex quot; services, paralleling another sweeping operation against Internet pornography, Minister of info Industry Wang Xudong said here Tuesday. ']",3
103,"[""Surviving Biotech's Downturns Charly Travers offers advice on hold the volatility of the biotech sector.""]",2
104,"['Mr Downer dash his mouth off Just what Alexander downer was thinking when he declared on radio last Friday that  quot;they could flack a missile from North Dae-Han-Min-Gook to Sydney quot; is undecipherable. The provocative remark, just days before his arrival yesterday on his second visit to the North Korean ...']",0
105,"['Edwards Banned from Games - Source  ATHENS (Reuters) - World 100 meters champion Torri Edwards  volition miss the Athens Olympics after her appeal against a  two-year drug censor was dismissed on Tuesday, a source told  Reuters.']",1
106,"['Stocks Climb on driblet in Consumer Prices NEW YORK - stock rose for a second straight session Tuesday as a drop in consumer prices allowed investors to skeleton aside worries about inflation, at least for the shortsighted term.    With gasoline prices falling to eight-month lows, the Consumer Price Index registered a small expend in July, giving consumers a respite from soaring energy prices...']",0
107,"['Iliadis, Tanimoto win judo golds Ilias Iliadis of Greece throb the home crowd Tuesday, beating Roman Gontyuk of Ukraine to win the gold medallion in the 81-kilogram class. ']",1
108,"['Sudan vows to restore order to Darfur but ring for African peacekeepers (AFP) AFP - Sudan will admit the result in restoring order to its rebellious Darfur region but needs the support of African peacekeepers and humanistic aid, Foreign Minister Mustafa Osman Ismail said.']",0
109,['TGn Sync Proposes New WLAN Standard The battle over home entertainment networking rival heating up as a coalition proposes yet another standard for the IEEE #39;s consideration. '],3
110,['Yahoo! Ups Ante for humble Businesses Web monster Yahoo! is gambling that price cuts on its domain name registration and Web hosting products will make it more competitive with discounters in the space -- which means that small businesses bet to move online get a sweeter batch through ...'],2
111,"['IBM bargain Two Danish overhaul Firms IBM said Tuesday it possess acquired a pair of Danish IT services firms as part of its effort to broaden its presence in Scandinavia. As a result of the moves, IBM will bestow about 3,700 IT staffers to its global principal count. Financial terms of ...']",3
112,"['Motorola and HP in Linux tie-up Motorola plans to sell mobile phone network equipment that uses Linux-based code, a step forward in network pitch makers #39; cause to ride around a standard. ']",3
113,"['Microsoft tug Off SP2 vent Microsoft will delay the relinquish of its SP2 update for another week to desexualize software glitches. But not everyone is quite so eager to install the SP2 update for Windows XP. In fact, many companies have demanded the ability to prevent their ...']",3
114,"['Cassini Space Probe stain Two New Saturn Moons (Reuters) Reuters - Two new moons were spy around\\Saturn by the Cassini space probe, raising the total to 33\\moons for the phone planet, NASA said on Monday.']",3
115,['Buckeyes have XII to replace but are brimming with optimism There are remarkable similarities between the 2004 Ohio DoS Buckeyes and those that won the national championship just two years ago. '],1
116,['IBM score midrange server to eServer lineup The new IBM Power5 eServer i5 550 also features higher performance and new virtualization capacity that allow it to run multiple operating systems at once on separate partitions.'],3
117,"['iPod Comparison Newsday #146;s Stephen Williams reports on seeing Sony #146;s NW-HD1 audio player in a store:  #147; #145;How #146;s it compare to the iPod? #146; I asked a salesman.  #145;Battery life is a pile longer, up to 30 hours, #146; he pronounce.  #145;The LCD readout comprise kind of dim, #146; I said.   #146;Battery life is a lot farseeing, #146; he said.  #145;I understand it can #146;t run MP3 files, #146; single said.  #145;Battery life is a heap longer, #146; he aforesaid. #148; Aug 17']",3
118,"['Mills catch \\$1B Portfolio; Taubman Likely to Lose compact Mills Corp. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset Management Corp. for just over \\$1 billion, creating a new joint venture between the groups. The wad will exsert ...']",2
119,['Women stumble to silver ATHENS -- The mistakes were so youngster. Carly Patterson #39;sec foot scraping the lower of the uneven streak. Courtney Kupets #ixl; tumbling pass that ended here instead of there. Mohini Bhardwaj #39;s slight stumble on the beam. '],1
120,"['Oil prices bubble to record high The price of oil has continued its shrill rise overnight, closing at amp record high. The main contract in New York, light sweet crude for bringing next month, has closed at a record \\$US46.75 a barrel - up 70 cents on yesterday #39;s close. ']",0
121,"['Notable quotes Tuesday at the Athens Olympics  quot;It hurt like Scheol. I could see (Thorpe) coming upwardly. But when I was breathing, I saw my team start crazy -- and that really kept me going. quot; ...']",1
122,"['AMD Ships Notebook Chips It wasn #39;tonne the first to go small, and it won #39;t be the biggest producer, but AMD #39;s (Quote, Chart) 64-bit 90-nanometer (nm) chips are wait to pee-pee waves inward the semiconductor pool. ']",3
123,"['UK charges 8 indium terror plot yoke to alert inwards US LONDON, AUGUST 17: Britain charged eight terror suspects on Tuesday with conspiracy to commit murder and said one had plans that could embody used in striking US buildings that were the focus of security scares this month. ']",0
124,"['IBM Seeks To Have SCO Claims Dismissed (NewsFactor) NewsFactor - IBM (NYSE: IBM) induce -- again -- sought to have the pending legal claims by The SCO Group dismissed. consort to a motion it filed in a U.S. district woo, IBM debate that SCO has no evidence to support its claims that it appropriated confidential source code from Unix System fivesome and rank it in Linux.']",3
125,['SUVs: Live And Let die NEW YORK - The newly unfreeze traffic crash fatality data have something for everyone in the debate about the safety of sport utility vehicles. '],2
126,['Security scare as intruder dives in A CANADIAN husband #39;s dear for his wife possess led to a tightening of security at all Olympic venues in Athens. '],1
